level	rank	word	coverage_perc	coverage_perc_str
Complete Beginner	1	の	3.3655931564613204	3.37%
Complete Beginner	14	する	42.12431290843282	42.12%
Complete Beginner	27	私	52.154249834671376	52.15%
Complete Beginner	40	それ	55.915920613813654	55.92%
Complete Beginner	53	皆	59.24169268074152	59.24%
Complete Beginner	66	中	61.09621770758521	61.1%
Complete Beginner	79	語	63.5210376238187	63.52%
Complete Beginner	92	どう	64.8529108505358	64.85%
Complete Beginner	105	よく	66.28007025577939	66.28%
Complete Beginner	118	例えば	67.16680058878325	67.17%
Complete Beginner	131	買う	68.42685363616324	68.43%
Complete Beginner	144	名前	69.17776561022264	69.18%
Complete Beginner	157	え	70.01685285396326	70.02%
Complete Beginner	170	息子	70.77772010040603	70.78%
Complete Beginner	183	風	71.43903462301516	71.44%
Complete Beginner	196	悪い	72.28736604825463	72.29%
Complete Beginner	209	店	72.88681566391001	72.89%
Complete Beginner	222	多分	73.36822419273408	73.37%
Complete Beginner	235	誰	74.0842927134517	74.08%
Complete Beginner	248	東京	74.67023160230109	74.67%
Complete Beginner	261	あんまり	75.21350503807892	75.21%
Complete Beginner	274	せる	75.97508337540621	75.98%
Complete Beginner	287	さっき	76.6406644433225	76.64%
Complete Beginner	300	足	77.09362933676553	77.09%
Complete Beginner	313	ず	77.56081604789908	77.56%
Complete Beginner	326	山嵐	77.87440712797503	77.87%
Complete Beginner	339	願う	78.21146420724033	78.21%
Complete Beginner	352	第	78.6985614631406	78.7%
Complete Beginner	365	服	79.26530089810778	79.27%
Complete Beginner	378	卵	79.60164688648857	79.6%
Complete Beginner	391	会う	79.93017087513955	79.93%
Complete Beginner	404	撮る	80.28287195386442	80.28%
Complete Beginner	417	いつ	80.55521976263786	80.56%
Complete Beginner	430	漫画	80.83752284379466	80.84%
Complete Beginner	443	緑	81.21084555817079	81.21%
Complete Beginner	456	時々	81.38719609753322	81.39%
Complete Beginner	469	テレビ	81.62967808915657	81.63%
Complete Beginner	482	笑う	82.01082280326249	82.01%
Complete Beginner	495	駅	82.27819297584425	82.28%
Complete Beginner	508	バス	82.50005333181633	82.5%
Complete Beginner	521	生活	82.57898441999872	82.58%
Complete Beginner	534	いろいろ	82.74040205078612	82.74%
Complete Beginner	547	どの	83.05185985820847	83.05%
Complete Beginner	560	泣く	83.21185530722681	83.21%
Complete Beginner	573	返す	83.39389457366546	83.39%
Complete Beginner	586	電話	83.75086219769749	83.75%
Complete Beginner	599	甘い	84.01183255231851	84.01%
Complete Beginner	612	比べる	84.10996309438309	84.11%
Complete Beginner	625	靴	84.40648799323041	84.41%
Complete Beginner	638	公園	84.67599143846574	84.68%
Complete Beginner	651	建物	84.8118097974102	84.81%
Complete Beginner	664	じゃ	85.17375505763391	85.17%
Complete Beginner	677	元々	85.30032923507953	85.3%
Complete Beginner	690	ほど	85.48734613770986	85.49%
Complete Beginner	703	病気	85.68218504006997	85.68%
Complete Beginner	716	白	85.8692019427003	85.87%
Complete Beginner	729	歌う	85.99435393837686	85.99%
Complete Beginner	742	休み	86.11737266139986	86.12%
Complete Beginner	755	台	86.29870083695397	86.3%
Complete Beginner	768	行ける	86.4693626492402	86.47%
Complete Beginner	781	性	86.54829373742258	86.55%
Complete Beginner	794	油	86.67629009663726	86.68%
Complete Beginner	807	校長	86.81139736469719	86.81%
Complete Beginner	820	店員	86.94366026921901	86.94%
Complete Beginner	833	ノート	87.19894189676383	87.2%
Complete Beginner	846	健康	87.32836043774755	87.33%
Complete Beginner	859	馬	87.50328879534092	87.5%
Complete Beginner	872	点	87.64052933605444	87.64%
Complete Beginner	885	ページ	87.74434860519523	87.74%
Complete Beginner	898	被る	87.9270989625184	87.93%
Complete Beginner	911	飴	88.04087350404255	88.04%
Complete Beginner	924	みかん	88.15535913645122	88.16%
Complete Beginner	937	会話	88.35090912969586	88.35%
Complete Beginner	950	下がる	88.58130257628227	88.58%
Complete Beginner	963	こちら	88.66307802800276	88.66%
Complete Beginner	976	うさぎ	88.82805111321278	88.83%
Complete Beginner	989	サイト	88.93115929146904	88.93%
Complete Beginner	1002	牛乳	89.04564492387772	89.05%
Complete Beginner	1015	下宿	89.07835510456592	89.08%
Complete Beginner	1028	懸命	89.16937473778523	89.17%
Complete Beginner	1041	少年	89.2419060080069	89.24%
Complete Beginner	1054	過ぎる	89.35923600395367	89.36%
Complete Beginner	1067	納豆	89.43034509240626	89.43%
Complete Beginner	1080	重ねる	89.52278690739463	89.52%
Complete Beginner	1093	追う	89.62447290388185	89.62%
Complete Beginner	1106	危ない	89.69131544702729	89.69%
Complete Beginner	1119	教科	89.7794907167085	89.78%
Complete Beginner	1132	涼しい	89.92313107538274	89.92%
Complete Beginner	1145	グループ	90.026239253639	90.03%
Complete Beginner	1158	発音	90.1272141592417	90.13%
Complete Beginner	1171	順番	90.27369888145404	90.27%
Complete Beginner	1184	リンゴ	90.32560851602443	90.33%
Complete Beginner	1197	大切	90.4287166942807	90.43%
Complete Beginner	1210	願い	90.53253596342148	90.53%
Complete Beginner	1223	ポテト	90.61075596071933	90.61%
Complete Beginner	1236	ごめん	90.6868426853636	90.69%
Complete Beginner	1249	トトロ	90.7600850464698	90.76%
Complete Beginner	1262	ロシア	90.80843922661757	90.81%
Complete Beginner	1275	偉い	90.94425758556201	90.94%
Complete Beginner	1288	地球	91.07794267185288	91.08%
Complete Beginner	1301	指	91.1270079428852	91.13%
Complete Beginner	1314	人口	91.24931557502364	91.25%
Complete Beginner	1327	金曜	91.368778843624	91.37%
Complete Beginner	1340	約束	91.3936670245824	91.39%
Complete Beginner	1353	畑	91.53446301971856	91.53%
Complete Beginner	1366	平日	91.60486101728662	91.6%
Complete Beginner	1379	アイロン	91.70441374112023	91.7%
Complete Beginner	1392	兄ちゃん	91.76556755718947	91.77%
Complete Beginner	1405	嘘	91.85303173598618	91.85%
Complete Beginner	1418	たって	91.85303173598618	91.85%
Complete Beginner	1431	モモ	91.916318824709	91.92%
Complete Beginner	1444	かっこいい	91.99240554935326	91.99%
Complete Beginner	1457	ペン	92.08626954611067	92.09%
Complete Beginner	1470	べし	92.13817918068108	92.14%
Complete Beginner	1483	殺す	92.21639917797894	92.22%
Complete Beginner	1496	飲める	92.25550917662788	92.26%
Complete Beginner	1509	記憶	92.29035262996965	92.29%
Complete Beginner	1522	買える	92.3742613543437	92.37%
Complete Beginner	1535	当たり前	92.3742613543437	92.37%
Complete Beginner	1548	キロ	92.45532571517965	92.46%
Complete Beginner	1561	かぶる	92.49941335002028	92.5%
Complete Beginner	1574	埼玉	92.60394371004558	92.6%
Complete Beginner	1587	辞儀	92.61887661862063	92.62%
Complete Beginner	1600	無料	92.70989625183996	92.71%
Complete Beginner	1613	通す	92.74118425075908	92.74%
Complete Beginner	1626	バレンタイン	92.83789261105461	92.84%
Complete Beginner	1639	返る	92.86562515555113	92.87%
Complete Beginner	1652	マンション	92.94668951638708	92.95%
Complete Beginner	1665	ファン	92.99006606034315	92.99%
Complete Beginner	1678	茹でる	93.0483755128743	93.05%
Complete Beginner	1691	捕まえる	93.12090678309596	93.12%
Complete Beginner	1704	敬語	93.15219478201509	93.15%
Complete Beginner	1717	紅葉	93.19841568950929	93.2%
Complete Beginner	1730	冷凍	93.33778950287636	93.34%
Complete Beginner	1743	餅	93.3989433189456	93.4%
Complete Beginner	1756	精神	93.3989433189456	93.4%
Complete Beginner	1769	侍	93.42667586344213	93.43%
Complete Beginner	1782	何に	93.47431895270536	93.47%
Complete Beginner	1795	シンプル	93.50774022427808	93.51%
Complete Beginner	1808	背景	93.50774022427808	93.51%
Complete Beginner	1821	鼻水	93.56178313150204	93.56%
Complete Beginner	1834	抱える	93.60444858457359	93.6%
Complete Beginner	1847	辞書	93.60444858457359	93.6%
Complete Beginner	1860	ボールペン	93.68622403629408	93.69%
Complete Beginner	1873	細長い	93.79217657808844	93.79%
Complete Beginner	1886	現在	93.81777584993138	93.82%
Complete Beginner	1899	ゆとり	93.81777584993138	93.82%
Complete Beginner	1912	失敗	93.87679639334704	93.88%
Complete Beginner	1925	よっぽど	93.87750748423156	93.88%
Complete Beginner	1938	作れる	93.944350027377	93.94%
Complete Beginner	1951	記念	93.96283839037469	93.96%
Complete Beginner	1964	大雨	94.00408166167716	94.0%
Complete Beginner	1977	挑戦	94.06168002332377	94.06%
Complete Beginner	1990	じゃん	94.06168002332377	94.06%
Complete Beginner	2003	LINE	94.08514602251313	94.09%
Complete Beginner	2016	海苔	94.16265492892649	94.16%
Complete Beginner	2029	丼	94.20958692730518	94.21%
Complete Beginner	2042	相談	94.22309765411117	94.22%
Complete Beginner	2055	まい	94.22309765411117	94.22%
Complete Beginner	2068	晴れる	94.3169616508686	94.32%
Complete Beginner	2081	木こり	94.3859374666676	94.39%
Complete Beginner	2094	室	94.3859374666676	94.39%
Complete Beginner	2107	都合	94.3859374666676	94.39%
Complete Beginner	2120	差す	94.45633546423568	94.46%
Complete Beginner	2133	ロボット	94.5146449167668	94.51%
Complete Beginner	2146	おる	94.51748928030493	94.52%
Complete Beginner	2159	月給	94.51748928030493	94.52%
Complete Beginner	2172	スポンジ	94.60139800467898	94.6%
Complete Beginner	2185	敷く	94.6348192762517	94.63%
Complete Beginner	2198	メンバー	94.6348192762517	94.63%
Complete Beginner	2211	ボウリング	94.6348192762517	94.63%
Complete Beginner	2224	晴れ	94.64761891217316	94.65%
Complete Beginner	2237	海老	94.76708218077351	94.77%
Complete Beginner	2250	ピョコピョコ	94.85881290487738	94.86%
Complete Beginner	2263	戦い	94.88370108583578	94.88%
Complete Beginner	2276	なるべく	94.88370108583578	94.88%
Complete Beginner	2289	縁起	94.88370108583578	94.88%
Complete Beginner	2302	咳	94.96974308286342	94.97%
Complete Beginner	2315	膝	95.03018580804812	95.03%
Complete Beginner	2328	連絡	95.05934053431369	95.06%
Complete Beginner	2341	羽織	95.05934053431369	95.06%
Complete Beginner	2354	姉ちゃん	95.09702835119356	95.1%
Complete Beginner	2367	腰	95.1524934401866	95.15%
Complete Beginner	2380	入力	95.163870894339	95.16%
Complete Beginner	2393	鎌倉	95.163870894339	95.16%
Complete Beginner	2406	何曜	95.21720271067844	95.22%
Complete Beginner	2419	コード	95.28404525382388	95.28%
Complete Beginner	2432	グミ	95.38146470500396	95.38%
Complete Beginner	2445	目的	95.39995306800162	95.4%
Complete Beginner	2458	過去	95.39995306800162	95.4%
Complete Beginner	2471	セーター	95.45186270257201	95.45%
Complete Beginner	2484	マヨネーズ	95.54003797225324	95.54%
Complete Beginner	2497	ロック	95.60119178832248	95.6%
Complete Beginner	2510	ホワイトデー	95.6132803333594	95.61%
Complete Beginner	2523	エリア	95.6132803333594	95.61%
Complete Beginner	2536	揃える	95.6132803333594	95.61%
Complete Beginner	2549	勝手	95.6132803333594	95.61%
Complete Beginner	2562	宿	95.6132803333594	95.61%
Complete Beginner	2575	35	95.62963542370352	95.63%
Complete Beginner	2588	盗む	95.6787006947358	95.68%
Complete Beginner	2601	年寄り	95.71923287515376	95.72%
Complete Beginner	2614	深夜	95.71923287515376	95.72%
Complete Beginner	2627	先輩	95.71923287515376	95.72%
Complete Beginner	2640	bang	95.71923287515376	95.72%
Complete Beginner	2653	タコ	95.74056560168957	95.74%
Complete Beginner	2666	大豆	95.80883032660404	95.81%
Complete Beginner	2679	豆乳	95.87567286974948	95.88%
Complete Beginner	2692	少女	95.90127214159241	95.9%
Complete Beginner	2705	家賃	95.90127214159241	95.9%
Complete Beginner	2718	景品	95.90127214159241	95.9%
Complete Beginner	2731	文句	95.90127214159241	95.9%
Complete Beginner	2744	スーツケース	95.97451450269861	95.97%
Complete Beginner	2757	箒	96.04989013645834	96.05%
Complete Beginner	2770	素	96.0840224989156	96.08%
Complete Beginner	2783	役割	96.0840224989156	96.08%
Complete Beginner	2796	伺う	96.0840224989156	96.08%
Complete Beginner	2809	おはよう	96.09326668041443	96.09%
Complete Beginner	2822	海岸	96.1416208605622	96.14%
Complete Beginner	2835	ラベル	96.1800197683266	96.18%
Complete Beginner	2848	日常	96.19637485867068	96.2%
Complete Beginner	2861	停車	96.19637485867068	96.2%
Complete Beginner	2874	芥川	96.19637485867068	96.2%
Complete Beginner	2887	ゴンザ	96.19637485867068	96.2%
Complete Beginner	2900	淹れる	96.2625063109316	96.26%
Complete Beginner	2913	椀	96.32792667230798	96.33%
Complete Beginner	2926	わあ	96.3585035803426	96.36%
Complete Beginner	2939	腐る	96.38125848864743	96.38%
Complete Beginner	2952	書類	96.38125848864743	96.38%
Complete Beginner	2965	鎖国	96.38125848864743	96.38%
Complete Beginner	2978	下女	96.38125848864743	96.38%
Complete Beginner	2991	時差	96.42107957818088	96.42%
Complete Beginner	3004	パー	96.4815223033656	96.48%
Complete Beginner	3017	天	96.51138812051569	96.51%
Complete Beginner	3030	載せる	96.51138812051569	96.51%
Complete Beginner	3043	ちっちゃい	96.51138812051569	96.51%
Complete Beginner	3056	図	96.51138812051569	96.51%
Complete Beginner	3069	身内	96.51138812051569	96.51%
Complete Beginner	3082	小使	96.51138812051569	96.51%
Complete Beginner	3095	生卵	96.54907593739556	96.55%
Complete Beginner	3108	あったかい	96.60169666285047	96.6%
Complete Beginner	3121	揺れる	96.64009557061487	96.64%
Complete Beginner	3134	バレる	96.67565011484118	96.68%
Complete Beginner	3147	重	96.67565011484118	96.68%
Complete Beginner	3160	ネタ	96.67565011484118	96.68%
Complete Beginner	3173	ミス	96.67565011484118	96.68%
Complete Beginner	3186	西暦	96.67565011484118	96.68%
Complete Beginner	3199	宿屋	96.67565011484118	96.68%
Complete Beginner	3212	キリン	96.69484956872336	96.69%
Complete Beginner	3225	家具	96.7830248384046	96.78%
Complete Beginner	3238	焼肉	96.83066792766783	96.83%
Complete Beginner	3251	虹	96.88044428958466	96.88%
Complete Beginner	3264	灰	96.8925328346216	96.89%
Complete Beginner	3277	礼儀	96.8925328346216	96.89%
Complete Beginner	3290	占い師	96.8925328346216	96.89%
Complete Beginner	3303	梅雨入り	96.8925328346216	96.89%
Complete Beginner	3316	不満	96.8925328346216	96.89%
Complete Beginner	3329	贔屓	96.8925328346216	96.89%
Complete Beginner	3342	インドネシア	96.91528774292644	96.92%
Complete Beginner	3355	ジジ	96.98141919518733	96.98%
Complete Beginner	3368	チョコパイ	97.02977337533511	97.03%
Complete Beginner	3381	ボウル	97.09377155494245	97.09%
Complete Beginner	3394	祖父母	97.095904827596	97.1%
Complete Beginner	3407	半年	97.095904827596	97.1%
Complete Beginner	3420	縄	97.095904827596	97.1%
Complete Beginner	3433	ポンチキ	97.095904827596	97.1%
Complete Beginner	3446	残業	97.095904827596	97.1%
Complete Beginner	3459	協調	97.095904827596	97.1%
Complete Beginner	3472	指示	97.095904827596	97.1%
Complete Beginner	3485	エッフェル	97.11439319059369	97.11%
Complete Beginner	3498	あったまる	97.16559173427956	97.17%
Complete Beginner	3511	塩味	97.20185736939038	97.2%
Complete Beginner	3524	リモコン	97.24096736803932	97.24%
Complete Beginner	3537	シャンクス	97.26016682192153	97.26%
Complete Beginner	3550	軍	97.26016682192153	97.26%
Complete Beginner	3563	バーベキュー	97.26016682192153	97.26%
Complete Beginner	3576	縁側	97.26016682192153	97.26%
Complete Beginner	3589	く	97.26016682192153	97.26%
Complete Beginner	3602	こだわり	97.26016682192153	97.26%
Complete Beginner	3615	未だ	97.26016682192153	97.26%
Complete Beginner	3628	活用	97.26016682192153	97.26%
Complete Beginner	3641	しいたけ	97.26443336722866	97.26%
Complete Beginner	3654	右下	97.31563191091453	97.32%
Complete Beginner	3667	尖る	97.35474190956346	97.35%
Complete Beginner	3680	オープン	97.40025172617311	97.4%
Complete Beginner	3693	だめ	97.44220608836017	97.44%
Complete Beginner	3706	ちょうだい	97.44220608836017	97.44%
Complete Beginner	3719	ふ	97.44220608836017	97.44%
Complete Beginner	3732	シェフ	97.44220608836017	97.44%
Complete Beginner	3745	ビー	97.44220608836017	97.44%
Complete Beginner	3758	途端	97.44220608836017	97.44%
Complete Beginner	3771	自覚	97.44220608836017	97.44%
Complete Beginner	3784	大人しい	97.44220608836017	97.44%
Complete Beginner	3797	要素	97.44220608836017	97.44%
Complete Beginner	3810	区分	97.44220608836017	97.44%
Complete Beginner	3823	ワーホリ	97.44220608836017	97.44%
Complete Beginner	3836	曇り	97.45216136074352	97.45%
Complete Beginner	3849	レモネード	97.49482681381508	97.49%
Complete Beginner	3862	鰹節	97.53607008511757	97.54%
Complete Beginner	3875	生麦	97.58371317438082	97.58%
Complete Beginner	3888	カセット	97.62495644568332	97.62%
Complete Beginner	3901	傷	97.64557808133456	97.65%
Complete Beginner	3914	官	97.64557808133456	97.65%
Complete Beginner	3927	失くす	97.64557808133456	97.65%
Complete Beginner	3940	猪	97.64557808133456	97.65%
Complete Beginner	3953	マッシュル	97.64557808133456	97.65%
Complete Beginner	3966	わたし	97.64557808133456	97.65%
Complete Beginner	3979	衣	97.64557808133456	97.65%
Complete Beginner	3992	維持	97.64557808133456	97.65%
Complete Beginner	4005	理想	97.64557808133456	97.65%
Complete Beginner	4018	拍子	97.64557808133456	97.65%
Complete Beginner	4031	ゅ	97.64771135398817	97.65%
Complete Beginner	4044	アスパラ	97.68468807998352	97.68%
Complete Beginner	4057	ちひろ	97.73019789659317	97.73%
Complete Beginner	4070	ヴロツワフ	97.7721522587802	97.77%
Complete Beginner	4083	箸置き	97.80130698504576	97.8%
Complete Beginner	4096	水たまり	97.82761734777323	97.83%
Complete Beginner	4109	会員	97.82761734777323	97.83%
Complete Beginner	4122	おとなしい	97.82761734777323	97.83%
Complete Beginner	4135	鯉のぼり	97.82761734777323	97.83%
Complete Beginner	4148	ツアー	97.82761734777323	97.83%
Complete Beginner	4161	アルコール	97.82761734777323	97.83%
Complete Beginner	4174	単に	97.82761734777323	97.83%
Complete Beginner	4187	展開	97.82761734777323	97.83%
Complete Beginner	4200	むしろ	97.82761734777323	97.83%
Complete Beginner	4213	道楽	97.82761734777323	97.83%
Complete Beginner	4226	評判	97.82761734777323	97.83%
Complete Beginner	4239	昼ごはん	97.83401716573395	97.83%
Complete Beginner	4252	皮膚	97.88948225472697	97.89%
Complete Beginner	4265	かむ	97.92788116249139	97.93%
Complete Beginner	4278	ワン	97.96841334290936	97.97%
Complete Beginner	4291	46	97.9890349785606	97.99%
Complete Beginner	4304	撒く	98.03098934074764	98.03%
Complete Beginner	4317	嫌う	98.03098934074764	98.03%
Complete Beginner	4330	軍艦	98.03098934074764	98.03%
Complete Beginner	4343	既読	98.03098934074764	98.03%
Complete Beginner	4356	運勢	98.03098934074764	98.03%
Complete Beginner	4369	ジャズ	98.03098934074764	98.03%
Complete Beginner	4382	繋ぐ	98.03098934074764	98.03%
Complete Beginner	4395	呼吸	98.03098934074764	98.03%
Complete Beginner	4408	苦	98.03098934074764	98.03%
Complete Beginner	4421	繋がり	98.03098934074764	98.03%
Complete Beginner	4434	ヤクルト	98.03098934074764	98.03%
Complete Beginner	4447	通訳	98.03098934074764	98.03%
Complete Beginner	4460	敢えて	98.03098934074764	98.03%
Complete Beginner	4473	ふたり	98.03098934074764	98.03%
Complete Beginner	4486	だいこ	98.03098934074764	98.03%
Complete Beginner	4499	平年	98.03098934074764	98.03%
Complete Beginner	4512	どんぐり	98.06654388497392	98.07%
Complete Beginner	4525	ロンドン	98.10778715627644	98.11%
Complete Beginner	4538	かけ	98.13836406431106	98.14%
Complete Beginner	4551	来月	98.16822988146114	98.17%
Complete Beginner	4564	溜める	98.19098478976598	98.19%
Complete Beginner	4577	計	98.23151697018396	98.23%
Complete Beginner	4590	食いしん坊	98.24218333345183	98.24%
Complete Beginner	4603	陰	98.24218333345183	98.24%
Complete Beginner	4616	ミリリットル	98.24218333345183	98.24%
Complete Beginner	4629	弾	98.24218333345183	98.24%
Complete Beginner	4642	アパート	98.24218333345183	98.24%
Complete Beginner	4655	ふわふわ	98.24218333345183	98.24%
Complete Beginner	4668	き	98.24218333345183	98.24%
Complete Beginner	4681	トラム	98.24218333345183	98.24%
Complete Beginner	4694	パワハラ	98.24218333345183	98.24%
Complete Beginner	4707	男子	98.24218333345183	98.24%
Complete Beginner	4720	49	98.24218333345183	98.24%
Complete Beginner	4733	訪れる	98.24218333345183	98.24%
Complete Beginner	4746	語尾	98.24218333345183	98.24%
Complete Beginner	4759	ハバナ	98.24218333345183	98.24%
Complete Beginner	4772	監視	98.24218333345183	98.24%
Complete Beginner	4785	漢学	98.24218333345183	98.24%
Complete Beginner	4798	牛タン	98.24218333345183	98.24%
Complete Beginner	4811	手の甲	98.27773787767816	98.28%
Complete Beginner	4824	うみ	98.31258133101993	98.31%
Complete Beginner	4837	平気	98.34031387551644	98.34%
Complete Beginner	4850	インテリア	98.37729060151177	98.38%
Complete Beginner	4863	6000	98.40004550981661	98.4%
Complete Beginner	4876	悪魔	98.41995605458334	98.42%
Complete Beginner	4889	面積	98.41995605458334	98.42%
Complete Beginner	4902	叶える	98.41995605458334	98.42%
Complete Beginner	4915	予選	98.41995605458334	98.42%
Complete Beginner	4928	頂く	98.41995605458334	98.42%
Complete Beginner	4941	短編	98.41995605458334	98.42%
Complete Beginner	4954	バスケットボール	98.41995605458334	98.42%
Complete Beginner	4967	釘	98.41995605458334	98.42%
Complete Beginner	4980	ガチャガチャ	98.41995605458334	98.42%
Complete Beginner	4993	基づく	98.41995605458334	98.42%
Complete Beginner	5006	タケコプター	98.41995605458334	98.42%
Complete Beginner	5019	保証	98.41995605458334	98.42%
Complete Beginner	5032	あいのり	98.41995605458334	98.42%
Complete Beginner	5045	歩	98.41995605458334	98.42%
Complete Beginner	5058	否	98.41995605458334	98.42%
Complete Beginner	5071	かなう	98.41995605458334	98.42%
Complete Beginner	5084	交際	98.41995605458334	98.42%
Complete Beginner	5097	船頭	98.41995605458334	98.42%
Complete Beginner	5110	平等	98.41995605458334	98.42%
Complete Beginner	5123	儒教	98.41995605458334	98.42%
Complete Beginner	5136	晩ごはん	98.43488896315839	98.43%
Complete Beginner	5149	三脚	98.4683102347311	98.47%
Complete Beginner	5162	ナポリタン	98.49533168834309	98.5%
Complete Beginner	5175	吠える	98.53088623256939	98.53%
Complete Beginner	5188	イケア	98.56857404944927	98.57%
Complete Beginner	5201	ウォークマン	98.60839513898271	98.61%
Complete Beginner	5214	豆まき	98.63541659259471	98.64%
Complete Beginner	5227	織る	98.63541659259471	98.64%
Complete Beginner	5240	紅白	98.63541659259471	98.64%
Complete Beginner	5253	違和	98.63541659259471	98.64%
Complete Beginner	5266	サイン	98.63541659259471	98.64%
Complete Beginner	5279	訪ねる	98.63541659259471	98.64%
Complete Beginner	5292	実写	98.63541659259471	98.64%
Complete Beginner	5305	N	98.63541659259471	98.64%
Complete Beginner	5318	ヘルシー	98.63541659259471	98.64%
Complete Beginner	5331	メイド	98.63541659259471	98.64%
Complete Beginner	5344	実感	98.63541659259471	98.64%
Complete Beginner	5357	跡	98.63541659259471	98.64%
Complete Beginner	5370	塾	98.63541659259471	98.64%
Complete Beginner	5383	リアリティ	98.63541659259471	98.64%
Complete Beginner	5396	バズる	98.63541659259471	98.64%
Complete Beginner	5409	NHK	98.63541659259471	98.64%
Complete Beginner	5422	くらす	98.63541659259471	98.64%
Complete Beginner	5435	ライン	98.63541659259471	98.64%
Complete Beginner	5448	生涯	98.63541659259471	98.64%
Complete Beginner	5461	無鉄砲	98.63541659259471	98.64%
Complete Beginner	5474	四十	98.63541659259471	98.64%
Complete Beginner	5487	ぶつ	98.63541659259471	98.64%
Complete Beginner	5500	取り札	98.63541659259471	98.64%
Complete Beginner	5513	はめる	98.65532713736144	98.66%
Complete Beginner	5526	ボックス	98.67950422743532	98.68%
Complete Beginner	5539	粒	98.70865895370088	98.71%
Complete Beginner	5552	パシャパシャ	98.73781367996644	98.74%
Complete Beginner	5565	ハンドル	98.76767949711652	98.77%
Complete Beginner	5578	ぎゅっ	98.80323404134282	98.8%
Complete Beginner	5591	インスタント	98.84447731264532	98.84%
Complete Beginner	5604	住宅	98.86367676652752	98.86%
Complete Beginner	5617	罠	98.86367676652752	98.86%
Complete Beginner	5630	同級	98.86367676652752	98.86%
Complete Beginner	5643	天かす	98.86367676652752	98.86%
Complete Beginner	5656	遠回し	98.86367676652752	98.86%
Complete Beginner	5669	ジョギング	98.86367676652752	98.86%
Complete Beginner	5682	すき焼き	98.86367676652752	98.86%
Complete Beginner	5695	ヶ国	98.86367676652752	98.86%
Complete Beginner	5708	ザラザラ	98.86367676652752	98.86%
Complete Beginner	5721	茶葉	98.86367676652752	98.86%
Complete Beginner	5734	ストライク	98.86367676652752	98.86%
Complete Beginner	5747	録	98.86367676652752	98.86%
Complete Beginner	5760	対戦	98.86367676652752	98.86%
Complete Beginner	5773	見頃	98.86367676652752	98.86%
Complete Beginner	5786	逆立ち	98.86367676652752	98.86%
Complete Beginner	5799	味わえる	98.86367676652752	98.86%
Complete Beginner	5812	エネルギー	98.86367676652752	98.86%
Complete Beginner	5825	猫撫で	98.86367676652752	98.86%
Complete Beginner	5838	やりがい	98.86367676652752	98.86%
Complete Beginner	5851	リクルート	98.86367676652752	98.86%
Complete Beginner	5864	転換	98.86367676652752	98.86%
Complete Beginner	5877	飛鳥	98.86367676652752	98.86%
Complete Beginner	5890	r	98.86367676652752	98.86%
Complete Beginner	5903	コリアンダー	98.86367676652752	98.86%
Complete Beginner	5916	ますます	98.86367676652752	98.86%
Complete Beginner	5929	忠告	98.86367676652752	98.86%
Complete Beginner	5942	大黒	98.86367676652752	98.86%
Complete Beginner	5955	私語	98.86367676652752	98.86%
Complete Beginner	5968	契り	98.86367676652752	98.86%
Complete Beginner	5981	ナマハゲ	98.86367676652752	98.86%
Complete Beginner	5994	カッター	98.8736320389109	98.87%
Complete Beginner	6007	対	98.90065349252288	98.9%
Complete Beginner	6020	デー	98.9226973099432	98.92%
Complete Beginner	6033	スコップ	98.94616330913254	98.95%
Complete Beginner	6046	革	98.97460694451358	98.97%
Complete Beginner	6059	固い	99.00091730724104	99.0%
Complete Beginner	6072	ハンド	99.03149421527564	99.03%
Complete Beginner	6085	すり鉢	99.05851566888764	99.06%
Complete Beginner	6098	殿様	99.05993785065668	99.06%
Complete Beginner	6111	蒔く	99.05993785065668	99.06%
Complete Beginner	6124	ご馳走	99.05993785065668	99.06%
Complete Beginner	6137	重たい	99.05993785065668	99.06%
Complete Beginner	6150	情けない	99.05993785065668	99.06%
Complete Beginner	6163	性能	99.05993785065668	99.06%
Complete Beginner	6176	石段	99.05993785065668	99.06%
Complete Beginner	6189	イチロー	99.05993785065668	99.06%
Complete Beginner	6202	捏ねる	99.05993785065668	99.06%
Complete Beginner	6215	後楽	99.05993785065668	99.06%
Complete Beginner	6228	タダ	99.05993785065668	99.06%
Complete Beginner	6241	ロトルア	99.05993785065668	99.06%
Complete Beginner	6254	仕切り	99.05993785065668	99.06%
Complete Beginner	6267	シルバー	99.05993785065668	99.06%
Complete Beginner	6280	熱心	99.05993785065668	99.06%
Complete Beginner	6293	引用	99.05993785065668	99.06%
Complete Beginner	6306	きく	99.05993785065668	99.06%
Complete Beginner	6319	敬意	99.05993785065668	99.06%
Complete Beginner	6332	几帳面	99.05993785065668	99.06%
Complete Beginner	6345	暗黙	99.05993785065668	99.06%
Complete Beginner	6358	チラチラ	99.05993785065668	99.06%
Complete Beginner	6371	戦後	99.05993785065668	99.06%
Complete Beginner	6384	一面	99.05993785065668	99.06%
Complete Beginner	6397	要望	99.05993785065668	99.06%
Complete Beginner	6410	最小	99.05993785065668	99.06%
Complete Beginner	6423	床屋	99.05993785065668	99.06%
Complete Beginner	6436	1989	99.05993785065668	99.06%
Complete Beginner	6449	のこる	99.05993785065668	99.06%
Complete Beginner	6462	宗麟	99.05993785065668	99.06%
Complete Beginner	6475	騒ぐ	99.05993785065668	99.06%
