video	level	teacher	wpm
616	Complete Beginner	Chieko先生	76.62948794464067
617	Beginner	Momo先生	86.96216609146684
618	Complete Beginner	Meika先生	63.94125824959441
619	Beginner	Chieko先生	87.95026404320677
620	Beginner	Yoshito先生	60.48568430520163
621	Beginner	Chieko先生	105.12756997770623
622	Intermediate	Meika先生	127.66547288013693
623	Intermediate	Yoshito先生	102.74658067385744
624	Intermediate	Yuki先生	117.39644970414201
625	Complete Beginner	Yuki先生	74.18779457625952
626	Advanced	Yuki先生	155.64566437928883
627	Complete Beginner	Meika先生	66.61515882455006
628	Complete Beginner	Yuki先生	65.26261563003483
629	Beginner	Yuki先生	93.46618121600585
630	Intermediate	Yuki先生	121.84408628019406
631	Beginner	Momo先生	96.74314134445693
632	Beginner	Yoshito先生	72.00000007365729
633	Intermediate	Momo先生	109.29895483309257
634	Intermediate	Chieko先生	131.7426069298134
635	Advanced	Yuki先生	140.12049847327143
636	Intermediate	Chieko先生	133.19181187779242
637	Complete Beginner	Yuki先生	73.05731184988782
638	Beginner	Yuki先生	75.0821160172606
639	Beginner	Meika先生	87.09925621954348
640	Intermediate	Yuki先生	127.20537680598245
641	Complete Beginner	Momo先生	64.71212514630919
642	Beginner	Yoshito先生	89.74961796167862
643	Intermediate	Meika先生	127.91878186404449
644	Advanced	Yuki先生	158.55627862135455
645	Intermediate	Chieko先生	140.39854263883703
647	Intermediate	Yuki先生	129.59763838267966
648	Complete Beginner	Momo先生	61.7129448572546
649	Intermediate	Yoshito先生	122.01390988811613
650	Intermediate	Chieko先生	145.66875393823452
652	Complete Beginner	Yuki先生	72.54105493165989
653	Beginner	Yuki先生	99.89053348251366
654	Advanced	Yuki先生	145.77130753855792
655	Complete Beginner	Meika先生	83.0518082791654
656	Beginner	Momo先生	84.27411750450644
657	Intermediate	Yoshito先生	112.48448489863466
658	Beginner	Yuki先生	102.7561230127064
659	Advanced	Yuki先生	152.43801962399823
660	Intermediate	Kei先生	110.3601108033241
661	Complete Beginner	Yuki先生	82.74347083231633
662	Beginner	Yuki先生	96.58536585365854
663	Advanced	Meika先生	139.82618057506153
664	Beginner	Yuki先生	101.94561509038414
665	Advanced	Chieko先生	157.35621226564982
666	Complete Beginner	Yoshito先生	92.42598598179725
667	Complete Beginner	Momo先生	64.69861664074767
668	Complete Beginner	Yuki先生	77.05817777369774
669	Intermediate	Kei先生	111.84187749252591
670	Beginner	Meika先生	118.03846142496302
671	Intermediate	Yoshito先生	112.19640971488913
672	Advanced	Chieko先生	159.5901715425897
673	Beginner	Yuki先生	104.5690418934312
674	Intermediate	Kei先生	113.63981390503278
675	Intermediate	Meika先生	122.49034749034749
676	Advanced	Chieko先生	158.10019513399473
677	Intermediate	Momo先生	102.4390243902439
678	Intermediate	Yoshito先生	122.15558299523725
679	Beginner	Chieko先生	113.95310810177787
680	Complete Beginner	Meika先生	78.5100840282834
681	Advanced	Kei先生	120.88594325302485
682	Intermediate	Meika先生	132.40384631298542
683	Advanced	Momo先生	133.17572892040977
684	Complete Beginner	Chieko先生	90.33277100214148
685	Beginner	Momo先生	84.48388831049132
686	Intermediate	Yoshito先生	122.64733107065723
687	Complete Beginner	Yuki先生	79.27018249401158
688	Beginner	Yuki先生	92.6394479966481
689	Intermediate	Kei先生	122.99741602067185
690	Complete Beginner	Momo先生	70.51301567970772
691	Advanced	Meika先生	140.16275730014362
692	Complete Beginner	Chieko先生	66.53283624892458
693	Beginner	Yoshito先生	98.90564649622955
694	Complete Beginner	Meika先生	61.51046405823477
695	Intermediate	Momo先生	114.32114875044311
696	Beginner	Yuki先生	94.23631123919309
698	Intermediate	Kei先生	127.7228697659751
699	Advanced	Yuki先生	148.3409322852204
700	Beginner	Yuki先生	101.22566690699352
701	Intermediate	Yuki先生	123.39045848847131
702	Complete Beginner	Yoshito先生	91.69388707419505
703	Intermediate	Chieko先生	130.58520715473765
704	Intermediate	Kei先生	130.5593451568895
705	Intermediate	Chieko先生	127.81207509513825
706	Complete Beginner	Meika先生	64.92695220647552
707	Advanced	Yoshito先生	139.13489325999814
708	Beginner	Momo先生	88.58075040783034
709	Intermediate	Meika先生	152.1538267547087
711	Intermediate	Kei先生	114.65325188645346
712	Beginner	Yuki先生	87.93565683646112
713	Intermediate	Yuki先生	125.71428571428572
714	Beginner	Yoshito先生	119.55869108375863
715	Complete Beginner	Yuki先生	70.79289049327765
716	Beginner	Yuki先生	99.5457238004774
717	Beginner	Chieko先生	75.60315019426072
718	Beginner	Momo先生	89.96727136855336
719	Intermediate	Kei先生	128.71556694426653
720	Beginner	Meika先生	95.6469528670069
721	Intermediate	Yoshito先生	135.8424461195456
722	Complete Beginner	Yuki先生	70.12920338838026
723	Advanced	Yuki先生	146.51188559982074
724	Intermediate	Yuki先生	117.4620975428301
725	Intermediate	Meika先生	132.4962560390551
727	Beginner	Momo先生	65.70176446447827
728	Beginner	Yuki先生	86.94404591104735
729	Beginner	Yoshito先生	98.64809920715594
730	Intermediate	Chieko先生	138.45140200514967
731	Complete Beginner	Yuki先生	72.76575476333892
732	Advanced	Yuki先生	158.16996286879493
733	Beginner	Chieko先生	109.44558084161721
734	Advanced	Meika先生	148.88373813454157
735	Complete Beginner	Yuki先生	80.11783923924418
737	Intermediate	Kei先生	126.0865570155288
738	Beginner	Yoshito先生	83.0468608648453
739	Beginner	Yuki先生	111.75897208684094
740	Intermediate	Yuki先生	120.4332129963899
741	Beginner	Yuki先生	101.4156284816446
742	Intermediate	Momo先生	103.38153125374822
743	Complete Beginner	Yuki先生	91.60757553935233
744	Intermediate	Meika先生	157.4559685347789
745	Intermediate	Chieko先生	126.88733677497721
746	Intermediate	Kei先生	129.80048035207582
747	Complete Beginner	Momo先生	62.869022803670454
748	Beginner	Yoshito先生	72.08428958898394
749	Intermediate	Yuki先生	124.48684590922232
750	Advanced	Chieko先生	158.6325061345189
751	Complete Beginner	Meika先生	75.80881373984822
752	Intermediate	Kei先生	134.95318769505127
753	Intermediate	Yoshito先生	110.78956461644782
754	Intermediate	Chieko先生	132.2164098970506
755	Beginner	Meika先生	119.66707768187425
756	Beginner	Yuki先生	109.40044057082655
757	Beginner	Yuki先生	74.7411949237131
758	Beginner	Momo先生	66.88113237896091
759	Advanced	Kei先生	141.9880387708806
760	Complete Beginner	Yoshito先生	88.54003139717425
761	Beginner	Yuki先生	69.66680920386753
794	Intermediate	Yuki先生	133.91885020907353
795	Advanced	Kei先生	142.5274962260082
796	Intermediate	Chieko先生	150.80042689434364
797	Intermediate	Chieko先生	157.57436657986338
798	Complete Beginner	Yuki先生	77.35621082706278
799	Intermediate	Yoshito先生	131.74820750738084
800	Intermediate	Momo先生	101.92829571600102
801	Intermediate	Meika先生	133.09379740269836
802	Beginner	Meika先生	125.48357766391851
803	Beginner	Yuki先生	58.47491860560774
804	Advanced	Yuki先生	150.65920123479532
805	Intermediate	Kei先生	138.69900104143127
806	Intermediate	Yoshito先生	136.8001786777844
807	Complete Beginner	Momo先生	60.48636111126352
808	Beginner	Yuki先生	66.09853554299303
809	Intermediate	Yuki先生	120.23150607933215
810	Complete Beginner	Meika先生	74.5259165613148
811	Advanced	Chieko先生	148.74400449201528
812	Intermediate	Kei先生	133.27299053827917
813	Beginner	Yoshito先生	103.43153123988345
814	Beginner	Chieko先生	116.97176828644984
815	Beginner	Momo先生	70.79527728494278
816	Beginner	Yuki先生	100.89772014029383
817	Complete Beginner	Yuki先生	78.22574874077937
818	Intermediate	Kei先生	127.85515324786044
819	Beginner	Meika先生	139.90584325671557
820	Intermediate	Yoshito先生	124.08294654888454
821	Beginner	Chieko先生	99.18134929765473
823	Advanced	Yuki先生	148.9687879122091
824	Intermediate	Momo先生	102.11120462888124
825	Beginner	Yuki先生	67.62213792025325
826	Advanced	Kei先生	145.0939828993494
827	Intermediate	Yuki先生	124.62746662194337
828	Intermediate	Meika先生	133.21248418457895
829	Intermediate	Yoshito先生	134.32178508514386
830	Intermediate	Yuki先生	116.67165848262755
831	Complete Beginner	Yuki先生	87.97860312698812
832	Beginner	Yuki先生	53.481950717771895
833	Intermediate	Chieko先生	138.2148920251545
834	Beginner	Meika先生	122.18292734459175
835	Intermediate	Yuki先生	115.65602216483433
836	Complete Beginner	Yuki先生	79.50498759954898
837	Advanced	Kei先生	147.831754860691
838	Advanced	Yuki先生	140.7010160269475
839	Intermediate	Yoshito先生	91.70353180071072
840	Intermediate	Kei先生	144.25141853153585
841	Beginner	Yuki先生	53.741818980849885
842	Beginner	Yuki先生	49.97198001088773
843	Intermediate	Yuki先生	107.25841127020148
844	Intermediate	Yuki先生	123.43800889503365
845	Complete Beginner	Yuki先生	71.1802106391027
846	Advanced	Momo先生	124.58208243203393
848	Advanced	Yuki先生	145.2438983631324
849	Complete Beginner	Meika先生	72.9849279759051
850	Intermediate	Chieko先生	142.89799954652233
851	Advanced	Kei先生	160.96198603568658
852	Beginner	Momo先生	82.56994454383545
853	Beginner	Yoshito先生	84.51228592702904
854	Intermediate	Kei先生	144.91481366161432
855	Intermediate	Yuki先生	120.72493496425261
856	Intermediate	Yuki先生	119.10573244222263
857	Intermediate	Yuki先生	119.09219693665624
858	Beginner	Chieko先生	90.66626978857464
859	Complete Beginner	Yuki先生	61.92006387916151
860	Beginner	Yuki先生	114.52433219818901
861	Complete Beginner	Yuki先生	52.54535541958579
863	Advanced	Kei先生	149.41292854045545
864	Beginner	Yoshito先生	104.1766682669227
865	Intermediate	Yuki先生	125.15674688561388
866	Intermediate	Yuki先生	134.68484345762772
867	Intermediate	Yuki先生	124.90514603299327
868	Intermediate	Yuki先生	140.83218979794933
869	Intermediate	Momo先生	115.78033235041264
870	Complete Beginner	Yuki先生	54.502025227193286
871	Beginner	Meika先生	113.33911544955691
872	Beginner	Meika先生	112.04583937494846
873	Intermediate	Kei先生	132.47130870596544
874	Beginner	Chieko先生	113.19554848966612
875	Advanced	Kei先生	140.38282518606502
876	Complete Beginner	Yuki先生	49.9237159592721
877	Intermediate	Yoshito先生	125.6962945023008
878	Beginner	Momo先生	79.92716465234678
879	Intermediate	Yuki先生	137.00338423929952
880	Intermediate	Chieko先生	138.49989611468936
881	Beginner	Meika先生	100.55583628094998
882	Advanced	Kei先生	144.14162174933696
883	Complete Beginner	Yoshito先生	56.95118469882957
884	Advanced	Yuki先生	159.30937188069618
885	Advanced	Kei先生	142.66779534582955
886	Advanced	Chieko先生	141.75892523945765
887	Intermediate	Meika先生	127.97621954484492
888	Beginner	Momo先生	83.53038892114847
889	Complete Beginner	Momo先生	62.914724565512536
890	Complete Beginner	Yoshito先生	56.05979711692472
891	Intermediate	Yuki先生	148.53892791914103
892	Advanced	Kei先生	138.60021208907742
893	Intermediate	Chieko先生	123.81644718202313
894	Complete Beginner	Meika先生	79.72382389354138
895	Beginner	Yuki先生	100.36263732931874
896	Beginner	Yuki先生	88.28864169136114
897	Beginner	Yoshito先生	47.504559774498425
898	Intermediate	Chieko先生	120.28319463420692
899	Complete Beginner	Yuki先生	68.83713719477714
900	Beginner	Yuki先生	79.83441904326716
901	Complete Beginner	Yuki先生	45.37123365818986
902	Complete Beginner	Yuki先生	41.24666660623949
903	Intermediate	Chieko先生	139.0657610666967
904	Advanced	Kei先生	143.5695616476193
905	Advanced	Meika先生	155.0769229513547
906	Beginner	Yoshito先生	65.94427244582043
907	Beginner	Momo先生	74.62327626445317
908	Advanced	Kei先生	139.51423618213954
909	Beginner	Meika先生	119.14091936699323
910	Beginner	Yoshito先生	64.90303777603408
911	Complete Beginner	Meika先生	87.57468590711537
912	Intermediate	Momo先生	116.62404250646169
913	Beginner	Chieko先生	95.97699433602553
914	Advanced	Kei先生	142.12298336634956
915	Intermediate	Yuki先生	115.81229590527374
916	Intermediate	Yoshito先生	122.558555754416
917	Complete Beginner	Meika先生	77.82055072710946
918	Complete Beginner	Yuki先生	44.07460942281641
919	Intermediate	Yuki先生	107.78463358972192
920	Intermediate	Chieko先生	144.50058611908324
921	Beginner	Yoshito先生	96.20991253644314
922	Complete Beginner	Yuki先生	77.08237881425822
923	Advanced	Kei先生	140.38189928806793
924	Beginner	Momo先生	82.26812516647425
925	Intermediate	Meika先生	148.17978822621123
926	Complete Beginner	Yuki先生	42.18036441915891
927	Intermediate	Yuki先生	118.57200747206572
928	Advanced	Yuki先生	143.98857233552894
930	Beginner	Chieko先生	105.21272523247065
931	Advanced	Kei先生	138.90376492528432
932	Beginner	Yoshito先生	89.66493629070317
933	Intermediate	Yuki先生	99.44157582256412
934	Intermediate	Yuki先生	108.32610745099944
935	Beginner	Yuki先生	74.70900357066567
936	Beginner	Chieko先生	90.03690036900369
938	Advanced	Yuki先生	136.6537680961068
